frame_id,image_name,r11,r12,r13,r21,r22,r23,r31,r32,r33,tx,ty,tz,fx,fy,cx,cy,proc_width,proc_height
10,0010.png,0.9207901358604431,0.20958633720874786,-0.32864710688591003,-0.20368249714374542,0.9774916172027588,0.05485651642084122,0.3325830101966858,0.01598956808447838,0.9429295659065247,-0.9920370578765869,0.1482211947441101,-0.15405282378196716,689.3991,689.3991,259.0,259.0,518,518
11,0011.png,0.9999922513961792,0.0007095237378962338,0.003875677939504385,-0.0007324115722440183,0.9999792575836182,0.006408601067960262,-0.003875677939504385,-0.006408601067960262,0.9999719858169556,-0.0026849990244954824,0.10205058008432388,-0.07568329572677612,622.05524,625.4953,259.0,259.0,518,518
12,0012.png,0.9999900460243225,0.0016631887992843986,-0.004150342661887407,-0.0016479301266372204,0.9999855160713196,0.005126893986016512,0.004150342661887407,-0.005126893986016512,0.9999783039093018,-0.14648424088954926,0.10400541871786118,-0.09228464215993881,611.9261,611.9261,259.0,259.0,518,518
13,0013.png,0.9999070167541504,0.0013808514922857285,-0.013549127615988255,-0.0013350773369893432,0.9999921917915344,0.0037229584995657206,0.013549127615988255,-0.003692442551255226,0.999901294708252,-0.28710925579071045,0.10546891391277313,-0.09521210938692093,608.6117,611.9261,259.0,259.0,518,518
14,0014.png,0.9998149871826172,0.002822614274919033,-0.01904120296239853,-0.002822614274919033,0.9999958276748657,-0.0006102949846535921,0.01904120296239853,0.0006636957405135036,0.9998188018798828,-0.43359285593032837,0.10936976224184036,-0.10791103541851044,595.6529,598.8487,259.0,259.0,518,518
15,0015.png,0.9996071457862854,0.0014645557384938002,-0.02794860489666462,-0.0014187883352860808,0.999997615814209,0.0016628809971734881,0.02794860489666462,-0.0016171135939657688,0.9996071457862854,-0.5781233906745911,0.1069331169128418,-0.10302520543336868,602.0735,605.3277,259.0,259.0,518,518
16,0016.png,0.9995499849319458,0.008806747384369373,-0.02867310121655464,-0.008734594099223614,0.999956488609314,0.0033348323777318,0.028706105425953865,-0.003084407187998295,0.9995836019515991,-0.7722707390785217,0.10861153900623322,-0.12343747913837433,595.6529,595.6529,259.0,259.0,518,518
17,0017.png,0.9989463090896606,0.010929271578788757,-0.044515762478113174,-0.01084314938634634,0.9999392628669739,0.0020249744411557913,0.04455689340829849,-0.0015445046592503786,0.9990065693855286,-0.9189515113830566,0.11088283360004425,-0.12544554471969604,605.3277,608.6117,259.0,259.0,518,518
18,0018.png,0.997765064239502,0.023756615817546844,-0.06246593967080116,-0.022131282836198807,0.9993963241577148,0.026811739429831505,0.06310193240642548,-0.025392919778823853,0.9976843595504761,-1.0564374923706055,0.09984005987644196,-0.15044954419136047,611.9261,611.9261,259.0,259.0,518,518
19,0019.png,0.9935811758041382,0.029232732951641083,-0.10898935794830322,-0.020271312445402145,0.9964686036109924,0.08115328848361969,0.11120733618736267,-0.0788971334695816,0.990685760974884,-1.1408178806304932,0.04952190816402435,-0.20925021171569824,639.5864,643.19446,259.0,259.0,518,518
20,0020.png,0.9850552082061768,0.07330827414989471,-0.15523813664913177,-0.06373141705989838,0.9958312511444092,0.0649602934718132,0.1595996618270874,-0.05411627143621445,0.9856288433074951,-1.2165398597717285,0.10858026146888733,-0.19726216793060303,636.01294,639.5864,259.0,259.0,518,518
21,0021.png,0.9219837188720703,0.1812477707862854,-0.3431715965270996,-0.1675962209701538,0.9833729267120361,0.06734781712293625,0.3480665683746338,-0.004835357423871756,0.9374112486839294,-1.073980450630188,0.21750052273273468,-0.2867659330368042,689.3991,693.51044,259.0,259.0,518,518
22,0022.png,0.9999886751174927,-0.00439124321565032,-0.001829654909670353,0.004411834757775068,0.9999483823776245,0.009144913405179977,0.0017751138657331467,-0.009175192564725876,0.999956488609314,0.010955465957522392,0.21551477909088135,-0.19681024551391602,625.4953,628.9679,259.0,259.0,518,518
23,0023.png,0.9999784827232361,-0.00023174665693659335,-0.006569055374711752,0.0002624355838634074,0.999983012676239,0.005825096741318703,0.006560522597283125,-0.0058367024175822735,0.9999614953994751,-0.14586415886878967,0.21935848891735077,-0.2044866532087326,618.64734,622.05524,259.0,259.0,518,518
24,0024.png,0.9999361634254456,0.0015410860069096088,-0.011198438704013824,-0.0014452522154897451,0.9999563097953796,0.00923122651875019,0.011204811744391918,-0.009219560772180557,0.9998947381973267,-0.30202025175094604,0.21734383702278137,-0.2020959109067917,622.05524,625.4953,259.0,259.0,518,518
25,0025.png,0.9998329281806946,0.003930609207600355,-0.017838172614574432,-0.0038090357556939125,0.9999721646308899,0.0064185610972344875,0.0178518146276474,-0.006354224868118763,0.9998199939727783,-0.4593519866466522,0.21989865601062775,-0.2100890725851059,615.2711,618.64734,259.0,259.0,518,518
26,0026.png,0.9996619820594788,0.005662612151354551,-0.025395093485713005,-0.005390520207583904,0.9999232888221741,0.011139516718685627,0.0254256259649992,-0.01102388370782137,0.9996151328086853,-0.6147083640098572,0.21677520871162415,-0.20677851140499115,618.64734,622.05524,259.0,259.0,518,518
27,0027.png,0.9995296597480774,0.004192868713289499,-0.030405107885599136,-0.003935564775019884,0.999953031539917,0.008859879337251186,0.030424080789089203,-0.008741115219891071,0.9994975328445435,-0.7725910544395447,0.2182369828224182,-0.20531295239925385,618.64734,622.05524,259.0,259.0,518,518
28,0028.png,0.9994240403175354,0.009776933118700981,-0.03253941982984543,-0.00930370669811964,0.9998505115509033,0.014574142172932625,0.03262791037559509,-0.014256089925765991,0.9993658065795898,-0.9676686525344849,0.21442940831184387,-0.194391131401062,628.9679,628.9679,259.0,259.0,518,518
29,0029.png,0.9979462027549744,0.014128941111266613,-0.06235285848379135,-0.01206789631396532,0.9993503093719482,0.03393079340457916,0.06299227476119995,-0.033219508826732635,0.9974671602249146,-1.1088180541992188,0.19365417957305908,-0.2138305902481079,636.01294,639.5864,259.0,259.0,518,518
30,0030.png,0.9986473917961121,0.015114713460206985,-0.049675777554512024,-0.01339459978044033,0.9992783069610596,0.035537607967853546,0.0503268837928772,-0.034835897386074066,0.9981285333633423,-1.2910068035125732,0.19568637013435364,-0.22265350818634033,636.01294,639.5864,259.0,259.0,518,518
31,0031.png,0.995747983455658,0.02234603464603424,-0.08950497955083847,-0.019580675289034843,0.9993134140968323,0.03143351897597313,0.08972778916358948,-0.029607493430376053,0.9955018162727356,-1.397903323173523,0.20717819035053253,-0.2832140326499939,628.9679,632.4736,259.0,259.0,518,518
32,0032.png,0.9926815629005432,0.049031056463718414,-0.1098552942276001,-0.04636430740356445,0.9985543489456177,0.027211252599954605,0.11130346357822418,-0.021843060851097107,0.9935293793678284,-1.543231725692749,0.24025708436965942,-0.23646685481071472,673.37256,677.3178,259.0,259.0,518,518
33,0033.png,0.9999744296073914,-0.0045999870635569096,-0.0054558138363063335,0.0046719894744455814,0.9999195337295532,0.011777839623391628,0.005409948993474245,-0.011813230812549591,0.9999155402183533,0.029550306499004364,0.33656880259513855,-0.32407474517822266,622.05524,625.4953,259.0,259.0,518,518
34,0034.png,0.999963641166687,-0.0025611973833292723,-0.008138028904795647,0.0026815752498805523,0.9998998045921326,0.0138907665386796,0.008083072490990162,-0.013930067420005798,0.9998704195022583,-0.13743823766708374,0.3348008692264557,-0.308748334646225,636.01294,639.5864,259.0,259.0,518,518
35,0035.png,0.9999156594276428,0.001389996730722487,-0.012923533096909523,-0.0012357831001281738,0.9999210238456726,0.012500694021582603,0.012933064252138138,-0.012488530948758125,0.9998384118080139,-0.2999042570590973,0.336757630109787,-0.31624653935432434,628.9679,632.4736,259.0,259.0,518,518
36,0036.png,0.9998047351837158,0.0029908502474427223,-0.019545648247003555,-0.002678892808035016,0.9998648166656494,0.01620926521718502,0.019574660807847977,-0.016170188784599304,0.9996775388717651,-0.4640099108219147,0.3349921703338623,-0.3244123160839081,625.4953,628.9679,259.0,259.0,518,518
37,0037.png,0.9997047781944275,0.0038249753415584564,-0.023992596194148064,-0.003545069368556142,0.9999159574508667,0.012465506792068481,0.02402389422059059,-0.012379186227917671,0.9996344447135925,-0.6328454613685608,0.3384491503238678,-0.33371472358703613,615.2711,618.64734,259.0,259.0,518,518
38,0038.png,0.999599039554596,0.004501970484852791,-0.02795225754380226,-0.00430311169475317,0.9999627470970154,0.007476971950381994,0.027982480823993683,-0.00736060319468379,0.9995805025100708,-0.8018079400062561,0.34162387251853943,-0.3318626284599304,615.2711,618.64734,259.0,259.0,518,518
39,0039.png,0.9986805319786072,0.00814075767993927,-0.0507231280207634,-0.007367841899394989,0.9998508095741272,0.015618658624589443,0.050797056406736374,-0.015228441916406155,0.9985924959182739,-0.9485909938812256,0.33653801679611206,-0.32956525683403015,639.5864,639.5864,259.0,259.0,518,518
40,0040.png,0.9990439414978027,0.006071398034691811,-0.04329965263605118,-0.005209741182625294,0.9997832775115967,0.020142879337072372,0.04338560998439789,-0.01991434022784233,0.9988596439361572,-1.1427085399627686,0.32869237661361694,-0.33744338154792786,625.4953,628.9679,259.0,259.0,518,518
41,0041.png,0.9987569451332092,0.0025289529003202915,-0.04981924965977669,-0.0017047186847776175,0.9998568892478943,0.01681651547551155,0.04983861371874809,-0.016726359724998474,0.9986175298690796,-1.3136317729949951,0.3299022912979126,-0.34164145588874817,625.4953,628.9679,259.0,259.0,518,518
42,0042.png,0.9984265565872192,0.0033355995547026396,-0.05602215975522995,-0.0026066733989864588,0.9999099969863892,0.01315012015402317,0.056043319404125214,-0.012989945709705353,0.9983453154563904,-1.4831587076187134,0.33646443486213684,-0.33629804849624634,632.4736,636.01294,259.0,259.0,518,518
43,0043.png,0.9973558187484741,0.004100683145225048,-0.0725644901394844,-0.0013838878367096186,0.999294102191925,0.03753480315208435,0.07265899330377579,-0.03733084723353386,0.9966587424278259,-1.633516788482666,0.3019000291824341,-0.3412984013557434,650.51666,654.232,259.0,259.0,518,518
44,0044.png,0.9999873638153076,-0.0038614601362496614,-0.003430387005209923,0.0038954417686909437,0.999824047088623,0.01833106391131878,0.003357522189617157,-0.01834711804986,0.999826192855835,0.022771364077925682,0.4522482454776764,-0.49717968702316284,605.3277,605.3277,259.0,259.0,518,518
45,0045.png,0.999881386756897,-0.005916431080549955,-0.01420580968260765,0.006205466575920582,0.9997926950454712,0.019368790090084076,0.014040868729352951,-0.01946035586297512,0.9997121095657349,-0.13077685236930847,0.45426487922668457,-0.45276564359664917,632.4736,636.01294,259.0,259.0,518,518
46,0046.png,0.9997342824935913,-0.003397537861019373,-0.022816793993115425,0.003837111871689558,0.9997923970222473,0.019995572045445442,0.022723130881786346,-0.020074550062417984,0.9995401501655579,-0.2912568151950836,0.4527360796928406,-0.4472317099571228,639.5864,639.5864,259.0,259.0,518,518
47,0047.png,0.9997584819793701,0.0013803037581965327,-0.021946942433714867,-0.0009964649798348546,0.999839186668396,0.017893776297569275,0.02195446565747261,-0.01788013055920601,0.9995989799499512,-0.46311792731285095,0.4566616415977478,-0.4471193253993988,632.4736,632.4736,259.0,259.0,518,518
48,0048.png,0.9996457099914551,0.0019045623484998941,-0.02656111866235733,-0.0014048002194613218,0.9998135566711426,0.019244588911533356,0.02658010646700859,-0.01920803263783455,0.9994619488716125,-0.6320098638534546,0.4564281702041626,-0.4448203444480896,632.4736,636.01294,259.0,259.0,518,518
49,0049.png,0.9994824528694153,0.00125416973605752,-0.03215442970395088,-0.0006512099644169211,0.9998161196708679,0.019153356552124023,0.032162100076675415,-0.019144093617796898,0.9992989301681519,-0.8042493462562561,0.4561064839363098,-0.4493313729763031,632.4736,632.4736,259.0,259.0,518,518
50,0050.png,0.9993367791175842,0.004789389669895172,-0.036123838275671005,-0.00414066668599844,0.9998244643211365,0.018260708078742027,0.036185093224048615,-0.01810857653617859,0.9991813898086548,-0.973628044128418,0.45900508761405945,-0.4454604685306549,636.01294,639.5864,259.0,259.0,518,518
51,0051.png,0.9989686012268066,0.0077269067987799644,-0.0447361022233963,-0.006782970391213894,0.9997433423995972,0.02160772681236267,0.04485228657722473,-0.021281899884343147,0.9987648725509644,-1.141663670539856,0.457239031791687,-0.4617016613483429,628.9679,632.4736,259.0,259.0,518,518
52,0052.png,0.9990667104721069,0.002106012310832739,-0.043166231364011765,-0.0016035648295655847,0.9999273419380188,0.011925442144274712,0.04317478835582733,-0.011851398274302483,0.9989969730377197,-1.284629225730896,0.46610409021377563,-0.4532795548439026,622.05524,625.4953,259.0,259.0,518,518
53,0053.png,0.9986664652824402,-0.004486418794840574,-0.051460862159729004,0.004963831976056099,0.9999396204948425,0.009736718609929085,0.05133967846632004,-0.009941373020410538,0.9986299872398376,-1.4402034282684326,0.4620203375816345,-0.460544615983963,622.05524,628.9679,259.0,259.0,518,518
54,0054.png,0.9978160262107849,-0.003264166647568345,-0.06593787670135498,0.004817994311451912,0.9997043609619141,0.02380857802927494,0.06585852801799774,-0.024089273065328598,0.9975374937057495,-1.5892646312713623,0.4406973421573639,-0.4776342213153839,636.01294,639.5864,259.0,259.0,518,518
55,0055.png,0.9995786547660828,-0.020675672218203545,0.02035219967365265,0.020274590700864792,0.9996154308319092,0.01886664517223835,-0.02074998803436756,-0.018452126532793045,0.9996150135993958,-0.05651617795228958,0.5685392022132874,-0.5723177194595337,618.64734,622.05524,259.0,259.0,518,518
56,0056.png,0.9998215436935425,-0.014450236223638058,-0.012237772345542908,0.014585846103727818,0.9997694492340088,0.015704894438385963,0.011946070939302444,-0.01587926223874092,0.9998027682304382,-0.16512431204319,0.5735827684402466,-0.5913069844245911,608.6117,608.6117,259.0,259.0,518,518
57,0057.png,0.9997521638870239,-0.01015539187937975,-0.019847320392727852,0.010437782853841782,0.999820351600647,0.01580081880092621,0.019695784896612167,-0.016002913936972618,0.999677836894989,-0.318110853433609,0.574789822101593,-0.5708792805671692,622.05524,622.05524,259.0,259.0,518,518
58,0058.png,0.9996857047080994,-0.0020912867039442062,-0.024997033178806305,0.002465850440785289,0.999874472618103,0.015632282942533493,0.024950392544269562,-0.015703147277235985,0.9995651245117188,-0.4732987582683563,0.5775887370109558,-0.5652962923049927,625.4953,628.9679,259.0,259.0,518,518
59,0059.png,0.9995886087417603,-0.0006780818221159279,-0.02868504263460636,0.0011726639932021499,0.9998456239700317,0.017513442784547806,0.028652077540755272,-0.017542006447911263,0.999435305595398,-0.6315944194793701,0.5771329402923584,-0.5616398453712463,632.4736,632.4736,259.0,259.0,518,518
60,0060.png,0.9995075464248657,-0.0007029750850051641,-0.03138556703925133,0.0011636284179985523,0.9998795986175537,0.015453321859240532,0.03134852647781372,-0.015476973727345467,0.9993883967399597,-0.7970114946365356,0.5804625153541565,-0.5609299540519714,628.9679,632.4736,259.0,259.0,518,518
61,0061.png,0.999527096748352,0.003386914264410734,-0.030575435608625412,-0.0030181878246366978,0.9999158382415771,0.012603610754013062,0.030611779540777206,-0.012518568895757198,0.9994527101516724,-0.9634368419647217,0.5892533659934998,-0.5620450377464294,625.4953,625.4953,259.0,259.0,518,518
62,0062.png,0.999442994594574,0.004913686774671078,-0.03301727771759033,-0.004556602798402309,0.9999223947525024,0.011576110497117043,0.033080630004405975,-0.011445578187704086,0.9993869662284851,-1.1276695728302002,0.5906857252120972,-0.5621410608291626,622.05524,625.4953,259.0,259.0,518,518
63,0063.png,0.9990431666374207,0.005964356008917093,-0.04333639144897461,-0.005402912851423025,0.9999003410339355,0.013033628463745117,0.04342018812894821,-0.012796773575246334,0.9989743828773499,-1.2827539443969727,0.5905956625938416,-0.5736495852470398,622.05524,625.4953,259.0,259.0,518,518
64,0064.png,0.9983955025672913,-0.0017916483338922262,-0.05659579485654831,0.002456777961924672,0.9999246001243591,0.012010023929178715,0.05654267221689224,-0.01211817841976881,0.998324990272522,-1.408379077911377,0.5827555656433105,-0.5887677669525146,615.2711,618.64734,259.0,259.0,518,518
65,0065.png,0.9970131516456604,0.0008080845582298934,-0.07725653052330017,-3.773102071136236e-05,0.9999462962150574,0.01033516600728035,0.07724261283874512,-0.010276361368596554,0.996956467628479,-1.5354679822921753,0.5868791341781616,-0.6247375011444092,608.6117,611.9261,259.0,259.0,518,518
66,0066.png,0.9971019625663757,-0.045180484652519226,0.061490803956985474,0.0436285175383091,0.9986764788627625,0.027225421741604805,-0.06218342483043671,-0.024447519332170486,0.997746467590332,-0.1474962681531906,0.6718392968177795,-0.6638122797012329,646.8377,650.51666,259.0,259.0,518,518
67,0067.png,0.99964839220047,-0.018297331407666206,-0.019213318824768066,0.018328966572880745,0.9998012185096741,0.007554721552878618,0.01904180273413658,-0.007871259935200214,0.9997877478599548,-0.17711108922958374,0.7013760805130005,-0.7000554203987122,595.6529,595.6529,259.0,259.0,518,518
68,0068.png,0.9995996356010437,-0.01166645996272564,-0.025795727968215942,0.012071598321199417,0.9997940063476562,0.016293015331029892,0.02559150569140911,-0.016595231369137764,0.9995343685150146,-0.32788851857185364,0.6916762590408325,-0.6796205043792725,618.64734,622.05524,259.0,259.0,518,518
69,0069.png,0.9996662139892578,-0.004239547997713089,-0.025500066578388214,0.004598001483827829,0.9998759627342224,0.01504271849989891,0.025409936904907227,-0.015149559825658798,0.99956214427948,-0.48582860827445984,0.6960209608078003,-0.6649660468101501,628.9679,632.4736,259.0,259.0,518,518
70,0070.png,0.9995365142822266,-0.0021729711443185806,-0.030380427837371826,0.0025936781894415617,0.9998888969421387,0.014657472260296345,0.03032178431749344,-0.014725836925208569,0.9994314312934875,-0.637207567691803,0.6968895792961121,-0.6676629185676575,628.9679,632.4736,259.0,259.0,518,518
71,0071.png,0.9995231628417969,-0.002372483257204294,-0.030802953988313675,0.0027918980922549963,0.999891996383667,0.014406994916498661,0.03074146993458271,-0.014482002705335617,0.9994221329689026,-0.7982847094535828,0.6973545551300049,-0.6683401465415955,628.9679,632.4736,259.0,259.0,518,518
72,0072.png,0.9994474649429321,-0.002007595729082823,-0.033192042261362076,0.002411855384707451,0.9999154210090637,0.012758906930685043,0.03313762694597244,-0.012824314646422863,0.9993681907653809,-0.9568450450897217,0.7000131607055664,-0.6766030788421631,622.05524,622.05524,259.0,259.0,518,518
73,0073.png,0.9993382692337036,-0.00011947546590818092,-0.03638871759176254,0.0006286479765549302,0.9998918771743774,0.014673539437353611,0.036360930651426315,-0.014683838933706284,0.9992304444313049,-1.1141166687011719,0.6984935998916626,-0.6778050661087036,622.05524,625.4953,259.0,259.0,518,518
74,0074.png,0.9988473057746887,0.001143100904300809,-0.04801756143569946,-0.00048194252303801477,0.9998990297317505,0.014185737818479538,0.04800841957330704,-0.014136535115540028,0.9987465143203735,-1.2572391033172607,0.6996584534645081,-0.6954877376556396,615.2711,618.64734,259.0,259.0,518,518
75,0075.png,0.9978808164596558,0.0012533287517726421,-0.0650770366191864,-0.0006594755686819553,0.999954342842102,0.009498873725533485,0.06507221609354019,-0.009420419111847878,0.9978330731391907,-1.3938887119293213,0.7062147259712219,-0.6919460892677307,625.4953,628.9679,259.0,259.0,518,518
76,0076.png,0.9981271028518677,-0.0006715675699524581,-0.06119076907634735,0.0012205886887386441,0.9999560117721558,0.009268817491829395,0.06115889549255371,-0.009312799200415611,0.9980839490890503,-1.5461835861206055,0.7059584856033325,-0.700672447681427,618.64734,622.05524,259.0,259.0,518,518
77,0077.png,0.9748544692993164,-0.14501190185546875,0.1679919809103012,0.14669686555862427,0.9892107248306274,0.007892207242548466,-0.16749714314937592,0.016853565350174904,0.9856591820716858,-0.4006606936454773,0.7486100196838379,-0.753636360168457,646.8377,650.51666,259.0,259.0,518,518
78,0078.png,0.997429609298706,-0.061454787850379944,0.036713674664497375,0.06105053424835205,0.9980325102806091,0.014420874416828156,-0.037462666630744934,-0.012125146575272083,0.9992279410362244,-0.30326351523399353,0.7897910475730896,-0.8257733583450317,628.9679,628.9679,259.0,259.0,518,518
79,0079.png,0.9993677139282227,-0.024524366483092308,-0.025695275515317917,0.02529285103082657,0.9993340373039246,0.02628985606133938,0.024961106479167938,-0.026975087821483612,0.9993248581886292,-0.3525048494338989,0.786376953125,-0.8525554537773132,589.3467,592.4857,259.0,259.0,518,518
80,0080.png,0.9991990923881531,-0.006650678347796202,-0.03947480767965317,0.007084627170115709,0.9999123215675354,0.011156579479575157,0.03936409205198288,-0.01142033189535141,0.9991591572761536,-0.47543299198150635,0.8160754442214966,-0.7831689715385437,628.9679,632.4736,259.0,259.0,518,518
81,0081.png,0.999363899230957,-0.004062563180923462,-0.03544677421450615,0.004548839759081602,0.9998867511749268,0.014324845746159554,0.03536226600408554,-0.01446462981402874,0.9992695450782776,-0.6384274363517761,0.8111475706100464,-0.7780648469924927,632.4736,636.01294,259.0,259.0,518,518
82,0082.png,0.9993791580200195,-0.0027617784217000008,-0.035140469670295715,0.0031970019917935133,0.9999110698699951,0.012926321476697922,0.035075824707746506,-0.013023242354393005,0.9992994666099548,-0.7968915700912476,0.8143557906150818,-0.787519633769989,625.4953,628.9679,259.0,259.0,518,518
83,0083.png,0.9993152618408203,-0.0035639272537082434,-0.036843445152044296,0.004005583934485912,0.9999141693115234,0.012449988164007664,0.03676944598555565,-0.01258289348334074,0.999244213104248,-0.9534670114517212,0.8133857846260071,-0.7897990345954895,625.4953,628.9679,259.0,259.0,518,518
84,0084.png,0.9992656111717224,-0.0036920118145644665,-0.038156505674123764,0.0041086189448833466,0.9999287128448486,0.011187106370925903,0.038083549588918686,-0.011334126815199852,0.9992098212242126,-1.109977126121521,0.8150771856307983,-0.7877283692359924,625.4953,628.9679,259.0,259.0,518,518
85,0085.png,0.9989930391311646,-0.0013377276482060552,-0.04486549645662308,0.0018758473452180624,0.9999212026596069,0.01239309087395668,0.04481952264904976,-0.012457778677344322,0.9989169239997864,-1.2570959329605103,0.8150256276130676,-0.7934530377388,625.4953,625.4953,259.0,259.0,518,518
86,0086.png,0.9983296990394592,-9.77072340901941e-05,-0.05777180194854736,0.0006710350280627608,0.9999476075172424,0.010187539272010326,0.057745642960071564,-0.010207555256783962,0.9982776045799255,-1.397754192352295,0.8200666308403015,-0.7991927266120911,628.9679,628.9679,259.0,259.0,518,518
87,0087.png,0.9979168176651001,-0.004055181052535772,-0.06440100073814392,0.004669362213462591,0.9999417066574097,0.009703562594950199,0.06432430446147919,-0.0099888164550066,0.99787837266922,-1.5463405847549438,0.8159806728363037,-0.8066667318344116,628.9679,628.9679,259.0,259.0,518,518
88,0088.png,0.998726487159729,-0.04141226410865784,0.02872421219944954,0.040485065430402756,0.9986279606819153,0.03330758213996887,-0.03025735542178154,-0.032125379890203476,0.9990376830101013,-0.24045372009277344,0.8574152588844299,-0.9931522011756897,622.05524,625.4953,259.0,259.0,518,518
89,0089.png,0.9988174438476562,-0.04331445321440697,-0.02178467996418476,0.0445951484143734,0.9977056384086609,0.050855737179517746,0.019397500902414322,-0.051972392946481705,0.998471200466156,-0.29482191801071167,0.8382866978645325,-1.017653226852417,622.05524,625.4953,259.0,259.0,518,518
90,0090.png,0.9994432330131531,-0.01813216134905815,-0.02804546430706978,0.018735358491539955,0.9995805621147156,0.02202979475259781,0.02764592133462429,-0.022568460553884506,0.9993627667427063,-0.39902371168136597,0.899454653263092,-0.9553415775299072,602.0735,605.3277,259.0,259.0,518,518
91,0091.png,0.9992255568504333,-0.008280402980744839,-0.03848612681031227,0.008761347271502018,0.9998807311058044,0.012695373967289925,0.038347821682691574,-0.013020103797316551,0.9991791248321533,-0.5157452821731567,0.9183881282806396,-0.8940489888191223,636.01294,639.5864,259.0,259.0,518,518
92,0092.png,0.9992073774337769,-0.005874481983482838,-0.039387788623571396,0.00632435129955411,0.9999117851257324,0.011654924601316452,0.039288230240345,-0.011890620924532413,0.999156653881073,-0.6595540642738342,0.9219489097595215,-0.8926957845687866,639.5864,639.5864,259.0,259.0,518,518
93,0093.png,0.999121367931366,-0.00384868704713881,-0.0417514406144619,0.004268001765012741,0.9999377727508545,0.010286824777722359,0.041680071502923965,-0.010453521274030209,0.9990757703781128,-0.8064305782318115,0.9253147840499878,-0.8951359987258911,639.5864,643.19446,259.0,259.0,518,518
94,0094.png,0.9991868734359741,-0.004943968262523413,-0.04003310948610306,0.005311271175742149,0.9999421834945679,0.00931551679968834,0.039953358471393585,-0.00951658096164465,0.9991557002067566,-0.9571133852005005,0.9258273243904114,-0.8895241618156433,643.19446,643.19446,259.0,259.0,518,518
95,0095.png,0.9992596507072449,-0.0064095547422766685,-0.03795275837182999,0.006708214059472084,0.9999443292617798,0.008109258487820625,0.03786905109882355,-0.008357063867151737,0.9992473125457764,-1.1128489971160889,0.9256201982498169,-0.892607569694519,636.01294,636.01294,259.0,259.0,518,518
96,0096.png,0.9990947246551514,-0.006057054735720158,-0.04212665930390358,0.0065308986231684685,0.9999126195907593,0.011465704999864101,0.042025573551654816,-0.011730699799954891,0.9990471005439758,-1.2571719884872437,0.9203981757164001,-0.9053411483764648,628.9679,628.9679,259.0,259.0,518,518
