frame_id,image_name,tx,ty,tz,qx,qy,qz,qw
33,0033.png,-0.029368937,-0.34023073,0.32024145,0.005897908284808016,0.002716505393792753,-0.0023180493326773865,0.9999761876608985
34,0034.png,0.13903928,-0.33941573,0.30293563,0.006955439594378347,0.0040554104645056785,-0.0013107366951250492,0.9999667400551033
35,0035.png,0.30438477,-0.34025994,0.30811036,0.0062475600271604875,0.0064644119306630655,0.0006564715953978394,0.9999593786095369
36,0036.png,0.47117063,-0.33879757,0.3098108,0.008095524577817571,0.00978087540356973,0.0014175513808145051,0.9999183979118521
37,0037.png,0.6418743,-0.34011889,0.31419885,0.006211751611246707,0.012005239907369245,0.0018426826855900517,0.9999068932104237
38,0038.png,0.8122408,-0.34043503,0.306757,0.0037097916039348635,0.013985184286271237,0.002201506622375651,0.9998927654944295
39,0039.png,0.96657157,-0.33377346,0.27577156,0.007714549286194933,0.025389175119709104,0.0038785446189872168,0.9996404001266804
40,0040.png,1.1579759,-0.32839063,0.28098464,0.010017201705140463,0.021677584464516248,0.002821100621337558,0.9997108160545174
41,0041.png,1.3295856,-0.332227,0.27019334,0.008388622307566332,0.024923092336723105,0.0010587843092232504,0.9996538755313602
42,0042.png,1.5005475,-0.33584774,0.24825051,0.006537728609753553,0.028027997063407313,0.0014861847746988305,0.9995851550311563
43,0043.png,1.6544139,-0.3077215,0.21030554,0.01873208764430396,0.036336275321127535,0.0013722909548269443,0.9991632477450212
44,0044.png,-0.022875518,-0.46120197,0.48887974,0.00916996042894025,0.001697054176204683,-0.0019393133282073704,0.9999546994439005
45,0045.png,0.13432771,-0.46375525,0.44198197,0.009708031697038095,0.007062211374323486,-0.003030706795708196,0.999923285879646
46,0046.png,0.29960638,-0.46260655,0.43133545,0.010018699704943554,0.011386309001236085,-0.0018088734438607473,0.9998833469062024
47,0047.png,0.47327915,-0.463934,0.4286054,0.008944375077123269,0.010976454019778654,0.0005942518704944701,0.9998995611295701
48,0048.png,0.6442507,-0.46367335,0.4190153,0.00961445203659929,0.013287098241571316,0.0008274522360076436,0.9998651353969651
49,0049.png,0.8185799,-0.46359617,0.41441953,0.00957604180919255,0.0160819508828993,0.00047642844904184807,0.9998246873724569
50,0050.png,0.9910053,-0.46231556,0.40155768,0.009094206004468926,0.018080978452754578,0.0022329767778674656,0.9997927927873462
51,0051.png,1.1643089,-0.45810708,0.4002247,0.010725789634523544,0.022404164543035718,0.0036286139355327894,0.9996845522685354
52,0052.png,1.3037469,-0.46872026,0.39182857,0.005945703343694811,0.021590678271728808,0.0009276272257754006,0.9997488540944284
53,0053.png,1.4596562,-0.47300822,0.38142654,0.0049212234758676055,0.025709019114475113,-0.0023633794938982735,0.9996544419713839
54,0054.png,1.6151125,-0.45721236,0.36114067,0.011981867235982562,0.032969474121034154,-0.002021789512935173,0.9993820665406677
55,0055.png,0.033088803,-0.58004594,0.56251776,0.00933108254453471,-0.010277076447554843,-0.010239089595074278,0.9998511263179869
56,0056.png,0.16379702,-0.58521837,0.5801719,0.007896638122551187,0.006046419080389144,-0.007259570786002872,0.9999242098220925
57,0057.png,0.32325047,-0.58704346,0.5552971,0.007951678745428332,0.009886703200675603,-0.00514877590566583,0.9999062971082971
58,0058.png,0.4858262,-0.58736736,0.54418784,0.007834713820718766,0.012488222026584686,-0.0011394089395547376,0.9998906493003717
59,0059.png,0.64675444,-0.58731854,0.5331073,0.008765101568371856,0.014336306231277546,-0.0004627518703065192,0.9998586673997856
60,0060.png,0.813526,-0.5896182,0.5266237,0.007733757752781915,0.01568592545627825,-0.0004667223199439932,0.9998469235560179
61,0061.png,0.981957,-0.5929545,0.5248499,0.006281412318658001,0.015298915862148295,0.0016014966150941687,0.9998619461132624
62,0062.png,1.1483086,-0.5914922,0.5177017,0.005756319971283878,0.016527054617460284,0.002367941715729415,0.999844032283981
63,0063.png,1.3096182,-0.5902227,0.50975555,0.006459282077935131,0.02169479199587637,0.0028425571257656764,0.9997397024411787
64,0064.png,1.4379864,-0.5923515,0.5011214,0.006034581890712784,0.028296486189497257,-0.001062552278781057,0.9995805337433902
65,0065.png,1.5791516,-0.5920002,0.49819234,0.005156805297225485,0.038654193373322286,0.00021161488818063974,0.9992392149403573
66,0066.png,0.076210916,-0.69386244,0.65305984,0.01292870409647576,-0.030943612217322457,-0.022220241329743193,0.9991903007221347
67,0067.png,0.17746341,-0.70999205,0.69123435,0.0038568632101597857,0.009564692308288141,-0.009157447586101397,0.9999046578256167
68,0068.png,0.3367938,-0.70663404,0.65958184,0.008223164046490289,0.012848530586486193,-0.005935309903811083,0.9998659997805155
69,0069.png,0.49936017,-0.70805967,0.6418316,0.007548914635493498,0.012728925795002087,-0.00220963460883943,0.9998880562114059
70,0070.png,0.6553472,-0.7080155,0.6377281,0.007346877255853998,0.015177722122619398,-0.001191832719259813,0.9998570876521814
71,0071.png,0.81650114,-0.7088352,0.6333403,0.007223299126039004,0.01538834324195425,-0.0012912829755187766,0.9998546435094605
72,0072.png,0.97705245,-0.71053827,0.6355152,0.006396820294196874,0.016585048962578328,-0.0011050380601813786,0.9998413794600148
73,0073.png,1.1375831,-0.7084786,0.62652045,0.007340757104161538,0.018190912008956638,-0.00018706686384827994,0.9998075478854345
74,0074.png,1.2895148,-0.7079654,0.6243546,0.007082788103068473,0.02401402245594226,0.0004063882466479128,0.9996865496522107
75,0075.png,1.4364187,-0.7109333,0.593063,0.004732386388474722,0.032554943889440184,0.0004784602261692087,0.9994583749256774
76,0076.png,1.5852791,-0.7134696,0.59822035,0.0046476316297887794,0.03060208117851134,-0.00047326584714099754,0.9995207830408485
77,0077.png,0.15541244,-0.78624046,0.804455,-0.0022545529450230216,-0.08440439312744728,-0.073389864880277,0.9936956822647307
78,0078.png,0.22334933,-0.8169293,0.82487214,0.006640914236490416,-0.018556405811135965,-0.030646678323480496,0.9993360520646732
79,0079.png,0.35380757,-0.8174864,0.82222736,0.013319522419207735,0.01266722055581764,-0.012457378132318658,0.9997532957461026
80,0080.png,0.5001161,-0.8281106,0.7546596,0.005645448442864306,0.019713987282662465,-0.003434568965641498,0.999783790580143
81,0081.png,0.6618438,-0.82489884,0.74327165,0.007198700650585871,0.01770553464949445,-0.002153249202793825,0.999814999872416
82,0082.png,0.8214197,-0.82673025,0.7484653,0.0064885348623128685,0.01755716978950364,-0.0014899578356005094,0.9998237037228881
83,0083.png,0.9786017,-0.8266391,0.7439772,0.006259414787502017,0.01840673502270469,-0.0018927390138460873,0.9998091873273359
84,0084.png,1.1358247,-0.8280329,0.7356684,0.0056314316930515486,0.01906381679635531,-0.0019505467982814347,0.9998005131587593
85,0085.png,1.2898674,-0.82650936,0.7261318,0.0062144024136405,0.022427336846205553,-0.0008036116755502323,0.999728851512488
86,0086.png,1.4410257,-0.8282974,0.70874566,0.005100970805619323,0.028891805977495452,-0.00019226838979390546,0.9995692636746067
87,0087.png,1.5912083,-0.83022726,0.6975002,0.004925720588571389,0.0321984892986371,-0.002182299063498877,0.9994669626089555
88,0088.png,0.17560744,-0.89808357,0.97054833,0.016365623488420643,-0.01475204611775227,-0.020483572851016305,0.9995489295253428
89,0089.png,0.27714813,-0.9018869,0.9668822,0.02572313252776978,0.010301993655132458,-0.021991164581031362,0.9993741043687998
90,0090.png,0.40833288,-0.92784303,0.92370147,0.011151813065412063,0.013925654647028416,-0.00921873977791755,0.9997983073444389
91,0091.png,0.54159755,-0.93418586,0.86182415,0.00643024783729582,0.019212605561932754,-0.004261351031714841,0.999785638722009
92,0092.png,0.6882852,-0.93635225,0.8552417,0.005887655254077239,0.0196732444238507,-0.003050365954620337,0.999784446372809
93,0093.png,0.8390955,-0.93771005,0.85114676,0.00518629541791225,0.020862741988688656,-0.0020296453382584786,0.9997668590569337
94,0094.png,0.98697615,-0.93896616,0.8418662,0.00470903438853403,0.020000905601462383,-0.002564359828312271,0.9997855791045828
95,0095.png,1.1396317,-0.9401473,0.8422279,0.004117378006191091,0.0189591231312649,-0.003280077271382959,0.9998063853704572
96,0096.png,1.2880819,-0.9385352,0.8410005,0.005800511980338203,0.021043177193703598,-0.0031477539255023593,0.9997567834721767
97,0097.png,1.4348023,-0.9425849,0.8322166,0.00382635496999011,0.024470389386969802,-0.0042580962453482646,0.9996841647160166
98,0098.png,1.5759617,-0.94414556,0.81933683,0.0031391820880903886,0.02923088424522812,-0.0043246386578350785,0.9995584407111683
99,0099.png,0.23896521,-0.9838437,1.052959,0.014757846658559946,-0.05575324961012657,-0.05831485331818696,0.9966416890120054
100,0100.png,0.3958205,-1.0081929,1.0262086,0.008176953227492392,-0.04348419327715765,-0.0435297263114077,0.9980625517149577
101,0101.png,0.45546854,-1.0244224,0.99850667,0.017638383761630495,0.001432242427069834,-0.004549876151850972,0.9998324969195401
102,0102.png,0.5842161,-1.0385098,0.9823005,0.008402759397182017,0.016227038155375958,-0.00406788334251015,0.9998247469875512
103,0103.png,0.7106253,-1.0414928,0.9579926,0.006448511400097484,0.02752028309889419,-0.0037166486463831782,0.9995935329241795
104,0104.png,0.84829897,-1.0453845,0.95589864,0.005037439756228354,0.02952405939606264,-0.0012599596311048977,0.9995505097599781
105,0105.png,0.9942261,-1.0468649,0.9453925,0.003735006400850213,0.027571641369729307,-0.0005113152394876482,0.9996126139842869
106,0106.png,1.1426061,-1.046129,0.9381837,0.004332078090635611,0.024772749467215943,-0.0021923186333953756,0.9996813027850734
107,0107.png,1.2904049,-1.0466276,0.942801,0.003239524728545097,0.022283127094019202,-0.0037101053539016424,0.9997395533907582
108,0108.png,1.4328754,-1.0453991,0.92597425,0.004625630178663961,0.02374304934264344,-0.0036850596805467883,0.9997005908486957
109,0109.png,1.5769191,-1.0498366,0.9243658,0.0024929033669126117,0.024750159137884146,-0.0025562223704017023,0.9996872651319595
110,0110.png,0.2669741,-1.0854654,1.089572,-0.014745626164035791,-0.0605296939821927,-0.038922011443852406,0.9972925190748965
111,0111.png,0.38876122,-1.1138494,1.0544813,-0.005868044318838153,-0.05183434622873117,-0.031741296464136155,0.998117433207571
112,0112.png,0.58725035,-1.1065654,1.0567286,-0.0068875013505745155,-0.03190108718472692,-0.03847490619010709,0.9987237654237494
113,0113.png,0.66714555,-1.1220001,1.0621449,0.007376151976882825,0.0009482796533513123,-0.0010503757239732406,0.9999719854245473
114,0114.png,0.7840684,-1.1345128,1.0632972,0.006578623268180034,0.01744885143965323,-0.003738521119613481,0.9998190835377235
115,0115.png,0.8957707,-1.13847,1.039649,0.006317726598850189,0.031640996401922306,-0.000439089229216002,0.9994792178208479
116,0116.png,1.0286431,-1.1457382,1.0393145,0.0022923136243778956,0.029914040590304187,0.00028977339636455577,0.9995497345508465
117,0117.png,1.1633981,-1.146194,1.0338123,0.0021936208778149577,0.026617282811944122,-0.005889464425229118,0.9996259705096494
118,0118.png,1.299259,-1.1475365,1.026422,0.0017666307789087395,0.02582866886399351,-0.008309448009761342,0.9996302636406152
119,0119.png,1.4338343,-1.149929,1.0354774,7.669124596792238e-05,0.02666715229865918,-0.0050754057655485255,0.9996314561737226
120,0120.png,1.565997,-1.1486216,1.0335318,0.002702739247905414,0.02942138596497914,-0.005766137818591275,0.9995468126033317
121,0121.png,0.5570328,-1.0687813,1.1119363,-0.006998537361189347,-0.2546957276697817,-0.20366634891486116,0.945858852669589
122,0122.png,0.56682444,-1.1677482,1.1009443,-0.04396378458939044,-0.16343312474721405,-0.1302146518296466,0.9769438647441815
123,0123.png,0.6332972,-1.2074705,1.1062695,-0.021556260874106545,-0.09890097304083764,-0.08924687127418283,0.9908480877388668
124,0124.png,0.75496936,-1.2297337,1.1094983,-0.0013896287074249387,-0.00546017195884413,-0.008835493496758254,0.9999445661439027
125,0125.png,0.85338974,-1.2382191,1.1166571,-0.0024762899681439556,0.012082140910661157,0.0024920149685124333,0.999920603461254
126,0126.png,0.9521718,-1.2279208,1.1312066,0.006092363091475256,0.02893609456499409,-0.007724173934364259,0.999532828879112
127,0127.png,1.0754411,-1.2314148,1.1319653,0.004430060689781388,0.029253823777608608,-0.007858111174194035,0.9995313082491196
128,0128.png,1.2010202,-1.2318219,1.1304638,0.0057479637921173795,0.028841365281716637,-0.005012943258324599,0.9995548926618357
129,0129.png,1.323705,-1.2348404,1.1240641,0.005326806720664773,0.030176204904925574,-0.007133835235865618,0.9995049204779186
130,0130.png,1.4472178,-1.2346741,1.1208882,0.005265571803975495,0.029635330077097573,-0.0070343606248011795,0.9995221546040141
131,0131.png,1.5676062,-1.2365607,1.114518,0.003623312419359825,0.03162629202726794,-0.006678797827173197,0.9994708687876985
132,0132.png,0.6763938,-1.2183177,1.1726847,-0.011740490618575157,-0.2919420826612044,-0.29101303616216706,0.9109623167868092
133,0133.png,0.66580164,-1.319701,1.2933825,-0.022182839062008068,-0.22822578710056673,-0.2339782186651925,0.9447850103399673
134,0134.png,0.67580676,-1.3156878,1.2268801,-0.0324672522471299,-0.03997899258446998,-0.048273045436888574,0.9974789730045196
135,0135.png,0.74402785,-1.3344423,1.1955234,-0.011152679005222458,0.004350215972828407,-0.00777419223763303,0.9998981304733786
136,0136.png,1.0873727,-1.5412111,1.4432094,-0.013333131618965868,-0.2872881251508596,-0.29313210139095647,0.9117385469851674
137,0137.png,1.2131052,-1.674824,1.5225211,-0.037988107872695964,-0.3020374278029865,-0.2960178725688836,0.9053198546327147
138,0138.png,1.328982,-1.7390347,1.589228,-0.021949090777200433,-0.30919113946619114,-0.30660878975752665,0.8999036353231881
139,0139.png,1.419812,-1.8693262,1.7197206,-0.03784069030654286,-0.323508175151904,-0.31230284409320586,0.8923437365874415
140,0140.png,1.3891815,-1.6934321,1.5933568,0.004533597157907435,-0.19393691826097695,-0.24498693470798158,0.9498522493007578
141,0141.png,1.3072479,-1.6336286,1.5584819,0.00200359792463915,-0.10557706536127126,-0.1535155060291559,0.9822144488461704
142,0142.png,1.2899022,-1.6116383,1.4798169,0.012801021254922629,0.06388235217778704,-0.011353540417815843,0.9976768330218451
143,0143.png,0.5668005,-1.2887628,1.2333148,-0.013336746912475208,-0.28762772865928476,-0.2906628257756103,0.9124226654935127
144,0144.png,0.6659195,-1.366897,1.3112943,-0.012665667797568917,-0.2885333811155506,-0.29129251609474377,0.9119453364353141
145,0145.png,0.7653188,-1.4459531,1.3918852,-0.014164196139664431,-0.2898584655843077,-0.2907976859830247,0.9116609112094709
146,0146.png,0.8684517,-1.5249989,1.4640208,-0.014068227473195721,-0.2910952590325304,-0.29085841004160035,0.9112490531801347
147,0147.png,0.9640447,-1.5944529,1.5519818,-0.011265061740157676,-0.2933284373227673,-0.28787272401034353,0.9115204635516021
148,0148.png,1.0561881,-1.6797018,1.6471066,-0.012335748006481333,-0.29085164916933687,-0.2935401987215866,0.9104921105999838
149,0149.png,1.1776059,-1.7737455,1.7123533,-0.015267864936022977,-0.29791860669350473,-0.2977697237378635,0.9067829143691499
150,0150.png,1.2784762,-1.8491464,1.7294698,-0.018695169611568162,-0.27007722559775454,-0.28341968309920684,0.9199359026120806
151,0151.png,1.3347104,-1.8793144,1.7643255,-0.02915068990599392,-0.2234251736298246,-0.24837757905642574,0.9420233006156976
152,0152.png,1.4630895,-1.8657165,1.7829229,-0.019570330176080543,-0.2071527806232792,-0.22316203648779645,0.9522740677335595
153,0153.png,1.3880506,-1.7328994,1.7190561,-0.028023795688526205,-0.12077845742100134,-0.1182553281519962,0.9851684702660586
154,0154.png,0.45449346,-1.3524362,1.2943037,-0.008057321584359472,-0.2838090229924071,-0.29055108191689016,0.9137147747404603
155,0155.png,0.54883087,-1.435508,1.3881745,-0.013317049695627943,-0.28614609201745594,-0.2915202206075372,0.9126146701718755
156,0156.png,0.6473186,-1.5143445,1.4703243,-0.01305642900377552,-0.2870246611445783,-0.29300993034638556,0.911865234375
157,0157.png,0.7505148,-1.5939522,1.5506725,-0.01275761960801713,-0.2886677008181381,-0.29297675867559525,0.9113620089540413
158,0158.png,0.84355664,-1.668778,1.6340487,-0.011599941387312502,-0.2854375150299219,-0.29339305423187617,0.9122601206859172
159,0159.png,0.95638883,-1.7457521,1.6992054,-0.007212233191973287,-0.2888157556811163,-0.2919536617137348,0.9117048456983547
160,0160.png,1.0760467,-1.8406135,1.7745919,-0.010683424635965184,-0.2919028398579147,-0.29210895375907187,0.9106373968177296
161,0161.png,1.1791713,-1.9199042,1.8611106,-0.008556210517495416,-0.28822504114618064,-0.29239503296360786,0.9117384489230944
162,0162.png,1.270747,-1.9943079,1.9254106,-0.026519330231710013,-0.26545142612592343,-0.2630804706611116,0.9270946344836929
163,0163.png,1.301898,-1.9397625,1.8996689,-0.023862970450634985,-0.16860488877208932,-0.17918595841698504,0.9689056825136326
164,0164.png,1.3878905,-1.915557,1.8913202,-0.03444458865539578,-0.1150390628686465,-0.14190949316302387,0.9826789656076046
165,0165.png,0.31782207,-1.4174249,1.3871566,-0.011680841298623705,-0.28551487204961007,-0.2914249267201776,0.9128654336126416
166,0166.png,0.4218065,-1.5045253,1.4716487,-0.014969667890040613,-0.2863707248711908,-0.29278415843252714,0.9121133939013274
167,0167.png,0.52539885,-1.5847238,1.5536098,-0.01422677563679993,-0.2862677895630617,-0.2933562392812588,0.9119739309378841
168,0168.png,0.62939215,-1.6669413,1.633234,-0.014338439698116599,-0.2859072542546117,-0.2924397082944534,0.9123794841873054
169,0169.png,0.7347772,-1.7484856,1.7116765,-0.01433617553664868,-0.2857366156736953,-0.29219899427481705,0.9125100670873202
170,0170.png,0.843606,-1.8291092,1.7895236,-0.012849373452501187,-0.28881105853448,-0.2906718322474328,0.9120523569717681
171,0171.png,0.9550465,-1.9099319,1.8604271,-0.01727160790011407,-0.2908264732749992,-0.2822927678330256,0.9139682688599474
172,0172.png,1.0320449,-1.9930471,1.9701078,-0.015780606498732915,-0.28661535202180616,-0.28928122347182955,0.9131397904615335
173,0173.png,1.0882078,-2.027934,2.011786,-0.03141612377717665,-0.24445550566918287,-0.24217629683328387,0.9383340939800461
174,0174.png,1.1701536,-2.0646088,2.0422807,-0.04088654810701974,-0.1820195426806954,-0.199028384363868,0.9620121165224313
175,0175.png,1.2021604,-1.9752309,2.0257223,-0.01992352769995904,-0.09103540810650285,-0.09769405653017912,0.990708758546713
176,0176.png,0.2063871,-1.4944192,1.4464717,-0.013743019487345236,-0.28548311285484285,-0.29331516943564195,0.9122405192749438
177,0177.png,0.3095749,-1.5769472,1.5345786,-0.013714093575964871,-0.28574216514482553,-0.2916421486885486,0.9126961431942373
178,0178.png,0.40763214,-1.6563396,1.6296881,-0.0141085864498691,-0.2856962754355716,-0.29185936607015994,0.9126349493074033
179,0179.png,0.5093395,-1.73966,1.7121718,-0.016185696141781804,-0.28513410169943015,-0.2924738838056671,0.9125790744642986
180,0180.png,0.6118581,-1.8236383,1.7968442,-0.01794261463831228,-0.2857265935063312,-0.2935002913206932,0.9120309865460025
181,0181.png,0.7184412,-1.9049237,1.8792402,-0.016855764572325255,-0.28743352731637983,-0.2921264064332865,0.9119567743439322
182,0182.png,0.8103061,-1.9715037,1.9627898,-0.01173115442501904,-0.2833418045931705,-0.2902328015823053,0.9139209866000041
183,0183.png,0.9167222,-2.0541527,2.0379298,-0.014482027814113198,-0.28174072042206194,-0.28526486036113924,0.9159368224907735
184,0184.png,1.0371399,-2.1507895,2.1408782,-0.014442466198392342,-0.2927575028068712,-0.2879714646446936,0.9116287108533709
185,0185.png,1.1222993,-2.2136843,2.2158024,-0.014199761245651593,-0.28025045917995034,-0.2737027035505617,0.919914780121675
186,0186.png,1.215569,-2.274364,2.2936394,-0.02346815380706589,-0.26491750379219586,-0.25592556395385496,0.9293302602972544
187,0187.png,0.08449048,-1.5668375,1.5563349,-0.017597904325027655,-0.29580068790229047,-0.29540579791741794,0.9082052251319804
188,0188.png,0.16676342,-1.6350598,1.6350595,-0.014510352218856335,-0.2832448742532695,-0.29658082895319315,0.9118701367840105
189,0189.png,0.28006855,-1.726924,1.7179457,-0.01580936098172399,-0.2878278776622735,-0.2934479352566664,0.9114273429325057
190,0190.png,0.38541692,-1.8090813,1.801611,-0.015787871201137196,-0.28782551771576,-0.2925246235191502,0.911725047007228
191,0191.png,0.48648658,-1.8948404,1.8822341,-0.01899730647229367,-0.2855581492613193,-0.29352774597995773,0.9120533045784419
192,0192.png,0.5952205,-1.9783797,1.9700361,-0.019082120555126966,-0.28718610923334686,-0.2926255206281894,0.9118305899334107
193,0193.png,0.6997356,-2.0573974,2.0546703,-0.016551472131976695,-0.288439590890761,-0.2933029752238069,0.9112674331567302
194,0194.png,0.8059611,-2.1425855,2.138031,-0.01748899000538931,-0.2903692464971911,-0.2940774691174961,0.9103870017473006
195,0195.png,0.92081213,-2.223905,2.21876,-0.018090788925821562,-0.2972184509339735,-0.28892242729114914,0.9098160398476912
196,0196.png,0.9916899,-2.3005514,2.33959,-0.018003215537369804,-0.29243158484809184,-0.296296424451281,0.9089969898064924
197,0197.png,1.0995848,-2.3640947,2.414994,-0.015109790623023233,-0.2862325755555786,-0.2761943721622799,0.9173128097688563
198,0198.png,-0.07639694,-1.6564016,1.6055803,-0.04250428886953467,-0.28110938219762954,-0.29797965671351306,0.9111925046283443
199,0199.png,0.030608296,-1.7269557,1.7103536,-0.031473282160933244,-0.27824358354055495,-0.3011955374689584,0.9114631144080333
200,0200.png,0.14755666,-1.8097991,1.8129412,-0.025723213320759136,-0.2844535220470137,-0.29627144555161344,0.9113446773329041
201,0201.png,0.2549842,-1.8891948,1.8958781,-0.02314931921577594,-0.28560865352548814,-0.2923178313384279,0.9123293429656657
202,0202.png,0.3608512,-1.9685128,1.9738666,-0.022194849094819537,-0.2853830562829318,-0.29266946082364304,0.9123110823834893
203,0203.png,0.4650713,-2.0506914,2.0607386,-0.021915734978050487,-0.2856823524025291,-0.293725945040773,0.911884615078095
204,0204.png,0.57410985,-2.1344025,2.14578,-0.021907585600323506,-0.2894120634259503,-0.29386485023575226,0.9106641670135031
205,0205.png,0.6809407,-2.216807,2.2307155,-0.022235556044303606,-0.29270947217166476,-0.293986181701918,0.9095627974252366
206,0206.png,0.7734713,-2.2915955,2.3309839,-0.019969454702690716,-0.29317180777961527,-0.29398739565023035,0.9094666909991238
207,0207.png,0.87295246,-2.3668337,2.4186761,-0.016645007251503353,-0.2937659964026877,-0.29439038770655,0.909212597375307
208,0208.png,1.0036579,-2.4778872,2.5193324,-0.021748258565411734,-0.2973140542312157,-0.29346742937979703,0.9082498517885516
209,0209.png,-0.13414711,-1.6898332,1.6569091,-0.021596532602281567,-0.31614171653077705,-0.3263394305024935,0.8905118234568082
210,0210.png,-0.059499025,-1.7997713,1.779927,-0.027463907023765763,-0.30571576046704374,-0.30977375681239183,0.8998502818720213
211,0211.png,-0.0026561618,-1.8652635,1.9072001,-0.025950326186281444,-0.2941485751215711,-0.30505388097184755,0.905347572097645
212,0212.png,0.10257506,-1.942755,1.9987371,-0.0214804056375566,-0.2874202966574157,-0.28957139238380875,0.9126780205657334
213,0213.png,0.20870164,-2.0282397,2.0585046,-0.020959170013608967,-0.27956479510058996,-0.2894221019730591,0.9151721967415316
214,0214.png,0.33100036,-2.1176212,2.1409287,-0.021100974398395356,-0.28349588220664607,-0.29238193236360976,0.9130171316405117
215,0215.png,0.443912,-2.2095149,2.231744,-0.024716930787057067,-0.2884941274171372,-0.293713754214035,0.9109314331062042
216,0216.png,0.5564191,-2.298821,2.313558,-0.025431166198450223,-0.29092897028486164,-0.29464523442669377,0.9098364796283317
217,0217.png,0.6557063,-2.377743,2.4139307,-0.023242584504909312,-0.2907680668337229,-0.29607189624094093,0.909483304735055
